"cutoff","target","tissue","phenotype","module","term_id","term_name","p_value","intersection","length_intersection","source","IC"
"8","APP","DLPFC","AD","ASTE1","GO:0140098","catalytic activity, acting on RNA",0.0209712973052549,"POLR3C,RTCB,ALKBH8,PARN,DTD1,TSNAX,POLR3F",7,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","ATP1B1","GO:0045202","synapse",3.1897605738825e-07,"ATP1A3,SV2A,SYNJ1,NPTN,SNAP25,INA,NSF,DNAJC6,RAB3A,ATP2B2,KCNC2,SNAP91,RTN3",13,"GO:CC",5.29786271775639
"8","APP","DLPFC","AD","ATP1B1","GO:0030054","cell junction",4.59024509631625e-06,"ATP1B1,EPB41L3,ATP1A3,SV2A,YWHAG,SYNJ1,NPTN,SNAP25,INA,NSF,DNAJC6,RAB3A,ATP2B2,KCNC2,SNAP91,RTN3",16,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","ATP1B1","GO:0043005","neuron projection",3.43015339772247e-05,"EPB41L3,ATP1A3,SV2A,SYNJ1,HCN1,SNAP25,NSF,RAB3A,RASGRF1,ATP2B2,KCNC2,RTN3",12,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0005886","plasma membrane",5.78224077170978e-05,"ATP1B1,MAPK9,NDRG4,EPB41L3,ATP1A3,SV2A,SYNJ1,NPTN,HCN1,SNAP25,LRP11,NSF,KCNQ5,DCLK1,RAB3A,RASGRF1,VDAC1,ATP2B2,STXBP1,KCNC2,PRKCE,SNAP91,OPCML,GOT2,RTN3,ADAM23",26,"GO:CC",2.63316295752779
"8","APP","DLPFC","AD","ATP1B1","GO:0030424","axon",0.000178300722356035,"EPB41L3,ATP1A3,SYNJ1,HCN1,SNAP25,RAB3A,RASGRF1,KCNC2",8,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0097060","synaptic membrane",0.000187827982878505,"SYNJ1,NPTN,SNAP25,ATP2B2,KCNC2,SNAP91",6,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","ATP1B1","GO:0098793","presynapse",0.00025609591243418,"SV2A,SYNJ1,NPTN,SNAP25,RAB3A,KCNC2,SNAP91",7,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0099504","synaptic vesicle cycle",0.000307467031848946,"SYNJ1,SNAP25,DNAJC6,RAB3A,STXBP1,SNAP91",6,"GO:BP",5.9781259826688
"8","APP","DLPFC","AD","ATP1B1","GO:0099003","vesicle-mediated transport in synapse",0.000375505145403977,"SYNJ1,SNAP25,DNAJC6,RAB3A,STXBP1,SNAP91",6,"GO:BP",5.57266087456064
"8","APP","DLPFC","AD","ATP1B1","GO:0071944","cell periphery",0.000389118026102489,"ATP1B1,MAPK9,NDRG4,EPB41L3,ATP1A3,SV2A,SYNJ1,NPTN,HCN1,SNAP25,LRP11,NSF,KCNQ5,DCLK1,RAB3A,RASGRF1,VDAC1,ATP2B2,STXBP1,KCNC2,PRKCE,SNAP91,OPCML,GOT2,RTN3,ADAM23",26,"GO:CC",2.43306780164988
"8","APP","DLPFC","AD","ATP1B1","GO:0098794","postsynapse",0.000618426422087798,"INA,NSF,DNAJC6,RAB3A,ATP2B2,KCNC2,RTN3",7,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","ATP1B1","GO:0016020","membrane",0.000876434359204871,"ATP1B1,MAPK9,NDRG4,EPB41L3,ATP1A3,SV2A,YWHAG,SYNJ1,NPTN,HCN1,SNAP25,LRP11,SNX10,NSF,TRIM37,KCNQ5,DCLK1,RAB3A,CMAS,NAPG,RASGRF1,VDAC1,ATP2B2,STXBP1,KCNC2,PRKCE,SNAP91,OPCML,GOT2,RTN3,ADAM23",31,"GO:CC",1.29052953252392
"8","APP","DLPFC","AD","ATP1B1","GO:0000149","SNARE binding",0.00107825304390905,"SNAP25,NSF,NAPG,STXBP1,SNAP91",5,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0042734","presynaptic membrane",0.00133458843431698,"NPTN,SNAP25,KCNC2,SNAP91",4,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0098590","plasma membrane region",0.00159957044141384,"ATP1B1,NDRG4,EPB41L3,ATP1A3,SYNJ1,NPTN,SNAP25,ATP2B2,KCNC2,SNAP91",10,"GO:CC",4.86254464649855
"8","APP","DLPFC","AD","ATP1B1","GO:0019905","syntaxin binding",0.00267085116639009,"SNAP25,NSF,NAPG,STXBP1",4,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0017075","syntaxin-1 binding",0.00308066054473435,"SNAP25,NSF,STXBP1",3,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0099500","vesicle fusion to plasma membrane",0.00359782031211183,"SNAP25,RAB3A,STXBP1",3,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",0.00359782031211183,"SNAP25,RAB3A,STXBP1",3,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0150034","distal axon",0.00449623594043483,"SYNJ1,SNAP25,RAB3A,RASGRF1,KCNC2",5,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0016082","synaptic vesicle priming",0.00467022838716306,"SYNJ1,SNAP25,STXBP1",3,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0030182","neuron differentiation",0.00468800271827663,"NDRG4,EPB41L3,YWHAG,NPTN,DCLK1,RAB3A,RASGRF1,ATP2B2,STXBP1,OPCML,RTN3",11,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","ATP1B1","GO:0015662","P-type ion transporter activity",0.00513988072633975,"ATP1B1,ATP1A3,ATP2B2",3,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","ATP1B1","GO:0120025","plasma membrane bounded cell projection",0.00566070556388166,"ATP1B1,EPB41L3,ATP1A3,SV2A,SYNJ1,HCN1,SNAP25,NSF,RAB3A,RASGRF1,ATP2B2,KCNC2,RTN3",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","ATP1B1","GO:0140358","P-type transmembrane transporter activity",0.00598693213701524,"ATP1B1,ATP1A3,ATP2B2",3,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","ATP1B1","GO:0042995","cell projection",0.00625733777689863,"ATP1B1,EPB41L3,ATP1A3,SV2A,SYNJ1,HCN1,SNAP25,NSF,RAB3A,RASGRF1,ATP2B2,KCNC2,RTN3",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","ATP1B1","GO:0004069","L-aspartate:2-oxoglutarate aminotransferase activity",0.0063278117759636,"GOT1,GOT2",2,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0098984","neuron to neuron synapse",0.0065275872755595,"ATP1A3,NSF,DNAJC6,ATP2B2,RTN3",5,"GO:CC",7.69575799055476
"8","APP","DLPFC","AD","ATP1B1","GO:0008483","transaminase activity",0.00692114523934678,"GOT1,OAT,GOT2",3,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0008076","voltage-gated potassium channel complex",0.007979702066887,"HCN1,SNAP25,KCNQ5,KCNC2",4,"GO:CC",6.59714570188665
"8","APP","DLPFC","AD","ATP1B1","GO:1901632","regulation of synaptic vesicle membrane organization",0.00812264001472395,"RAB3A,STXBP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane",0.00812264001472395,"RAB3A,STXBP1",2,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0048699","generation of neurons",0.0081555162471959,"NDRG4,EPB41L3,YWHAG,NPTN,DCLK1,RAB3A,RASGRF1,ATP2B2,STXBP1,OPCML,RTN3",11,"GO:BP",5.44749773160663
"8","APP","DLPFC","AD","ATP1B1","GO:0015079","potassium ion transmembrane transporter activity",0.00864447792747459,"ATP1B1,ATP1A3,HCN1,KCNQ5,KCNC2",5,"GO:MF",3.77849161280362
"8","APP","DLPFC","AD","ATP1B1","GO:0048499","synaptic vesicle membrane organization",0.0110383081334908,"SNAP25,RAB3A,STXBP1",3,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0140029","exocytic process",0.0111215895901435,"SYNJ1,SNAP25,RAB3A,STXBP1",4,"GO:BP",5.39033931776668
"8","APP","DLPFC","AD","ATP1B1","GO:0016769","transferase activity, transferring nitrogenous groups",0.0116104542729374,"GOT1,OAT,GOT2",3,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0016079","synaptic vesicle exocytosis",0.012807604829355,"SYNJ1,SNAP25,RAB3A,STXBP1",4,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0034705","potassium channel complex",0.0130094810137032,"HCN1,SNAP25,KCNQ5,KCNC2",4,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","ATP1B1","GO:0036465","synaptic vesicle recycling",0.0137180118282468,"SYNJ1,DNAJC6,RAB3A,SNAP91",4,"GO:BP",5.9781259826688
"8","APP","DLPFC","AD","ATP1B1","GO:0061024","membrane organization",0.0139037604658685,"ATP1B1,EPB41L3,SYNJ1,SNAP25,NSF,RAB3A,NAPG,STXBP1,SNAP91",9,"GO:BP",3.24375847324922
"8","APP","DLPFC","AD","ATP1B1","GO:1902495","transmembrane transporter complex",0.0141655100374419,"ATP1B1,ATP1A3,HCN1,SNAP25,KCNQ5,KCNC2",6,"GO:CC",4.56026377462561
"8","APP","DLPFC","AD","ATP1B1","GO:0032589","neuron projection membrane",0.0189856391821193,"EPB41L3,ATP2B2,KCNC2",3,"GO:CC",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0010256","endomembrane system organization",0.0217156928450413,"EPB41L3,SYNJ1,SNAP25,SNX10,NSF,RAB3A,STXBP1,RTN3",8,"GO:BP",4.04660457106559
"8","APP","DLPFC","AD","ATP1B1","GO:1990351","transporter complex",0.0220601521461946,"ATP1B1,ATP1A3,HCN1,SNAP25,KCNQ5,KCNC2",6,"GO:CC",4.47688216568656
"8","APP","DLPFC","AD","ATP1B1","GO:0006533","aspartate catabolic process",0.02433477256127,"GOT1,GOT2",2,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0072659","protein localization to plasma membrane",0.0273421400100012,"ATP1B1,EPB41L3,NSF,RAB3A,STXBP1,PRKCE",6,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","ATP1B1","GO:0022008","neurogenesis",0.027849073574567,"NDRG4,EPB41L3,YWHAG,NPTN,DCLK1,RAB3A,RASGRF1,ATP2B2,STXBP1,OPCML,RTN3",11,"GO:BP",5.28497880210886
"8","APP","DLPFC","AD","ATP1B1","GO:0006810","transport",0.0330790813899548,"ATP1B1,ATP1A3,SYNJ1,HCN1,SNAP25,NSF,TRIM37,KCNQ5,DNAJC6,DCLK1,RAB3A,NAPG,VDAC1,ATP2B2,STXBP1,KCNC2,PRKCE,SNAP91,GOT2",19,"GO:BP",2.08223235917054
"8","APP","DLPFC","AD","ATP1B1","GO:0043648","dicarboxylic acid metabolic process",0.0338925182639953,"GOT1,MDH1,OAT,GOT2",4,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0006536","glutamate metabolic process",0.0368948735509278,"GOT1,OAT,GOT2",3,"GO:BP",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0061025","membrane fusion",0.037035602441672,"SNAP25,NSF,RAB3A,NAPG,STXBP1",5,"GO:BP",4.54304145737948
"8","APP","DLPFC","AD","ATP1B1","GO:0007399","nervous system development",0.0421154002042009,"NDRG4,EPB41L3,YWHAG,NPTN,INA,DCLK1,RAB3A,RASGRF1,ATP2B2,STXBP1,OPCML,RTN3,ADAM23",13,"GO:BP",4.8467238711777
"8","APP","DLPFC","AD","ATP1B1","GO:0005391","P-type sodium:potassium-exchanging transporter activity",0.04403626224456,"ATP1B1,ATP1A3",2,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0008554","P-type sodium transporter activity",0.04403626224456,"ATP1B1,ATP1A3",2,"GO:MF",Inf
"8","APP","DLPFC","AD","ATP1B1","GO:0098797","plasma membrane protein complex",0.0481269104327017,"ATP1B1,ATP1A3,SYNJ1,HCN1,SNAP25,KCNQ5,KCNC2",7,"GO:CC",3.86711659406567
"8","APP","DLPFC","AD","ATP1B1","GO:0005890","sodium:potassium-exchanging ATPase complex",0.0495302696037977,"ATP1B1,ATP1A3",2,"GO:CC",7.00261080999482
"8","APP","DLPFC","AD","ATP1B1","GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity",0.0499688310805893,"ATP1B1,ATP1A3,ATP2B2",3,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","CEP250","GO:0044089","positive regulation of cellular component biogenesis",0.00266075863891681,"CKAP5,SPAG5,RAB3GAP1,TPPP,PIP4K2C,CLASP1,CHGA,SUMO1,SLITRK5,SLITRK3,WASHC2C",11,"GO:BP",6.33480092660753
"8","APP","DLPFC","AD","CEP250","GO:0000151","ubiquitin ligase complex",0.0141186693659543,"YPEL5,CUL7,FAM8A1,KLHDC2,CBX7,CUL1,UBE4B,FBXO11",8,"GO:CC",4.43766145253328
"8","APP","DLPFC","AD","CEP250","GO:0032991","protein-containing complex",0.0312618324440283,"CEP250,CKAP5,PMPCB,YPEL5,CUL7,PRDM4,BRPF3,BCL7A,RAB3GAP1,HLF,SPTAN1,PAIP1,VPS26B,FAM8A1,LMO4,SEPTIN3,KLHDC2,ZFYVE9,KIF3C,CCT7,KCNA6,RAPGEF2,STAU1,CBX7,CUL1,ADNP,PPP5C,TRAPPC3,MED21,NOMO2,UBE4B,POLR2B,FBXO11,SUMO1,SLITRK5,WIPI2,WASHC2C,GET3",38,"GO:CC",0.789003211906208
"8","APP","DLPFC","AD","CEP250","GO:0140535","intracellular protein-containing complex",0.0335454842699218,"YPEL5,CUL7,BRPF3,FAM8A1,KLHDC2,CCT7,CBX7,CUL1,PPP5C,TRAPPC3,UBE4B,POLR2B,FBXO11",13,"GO:CC",2.62058417532093
"8","APP","DLPFC","AD","CEP250","GO:0051130","positive regulation of cellular component organization",0.0375741721654315,"CKAP5,MEGF8,CUL7,SPAG5,RAB3GAP1,TPPP,PIP4K2C,CCT7,RAPGEF2,CLASP1,SUMO1,SLITRK5,SLITRK3,WASHC2C",14,"GO:BP",5.1026572453149
"8","APP","DLPFC","AD","DEAF1","GO:1901698","response to nitrogen compound",0.015856839270355,"NUCKS1,GRIN1,ERBIN,ABCC9,AKT1,MDM2",6,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","DGCR6L","GO:0003779","actin binding",0.00237110885975531,"GSN,GIPC1,PDLIM2,COTL1",4,"GO:MF",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0015629","actin cytoskeleton",0.0031537353328245,"GSN,PDLIM2,TRIP6,COTL1",4,"GO:CC",7.00261080999482
"8","APP","DLPFC","AD","DGCR6L","GO:0005938","cell cortex",0.00968653042888187,"GSN,GIPC1,COTL1",3,"GO:CC",5.49853341321854
"8","APP","DLPFC","AD","DGCR6L","GO:0030864","cortical actin cytoskeleton",0.0303899585000823,"GSN,COTL1",2,"GO:CC",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0097517","contractile actin filament bundle",0.0338039298265618,"PDLIM2,TRIP6",2,"GO:CC",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0001725","stress fiber",0.0338039298265618,"PDLIM2,TRIP6",2,"GO:CC",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0032432","actin filament bundle",0.0411686090728337,"PDLIM2,TRIP6",2,"GO:CC",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0042641","actomyosin",0.0411686090728337,"PDLIM2,TRIP6",2,"GO:CC",Inf
"8","APP","DLPFC","AD","DGCR6L","GO:0030478","actin cap",0.0499291629999685,"GSN",1,"GO:CC",Inf
"8","APP","DLPFC","AD","FBXO11","GO:0099536","synaptic signaling",1.06738661243271e-06,"NPTN,DLGAP1,PREPL,CDK5R1,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,STXBP1",13,"GO:BP",4.98487420965852
"8","APP","DLPFC","AD","FBXO11","GO:0007268","chemical synaptic transmission",7.09712512127118e-06,"NPTN,DLGAP1,PREPL,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,STXBP1",12,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","FBXO11","GO:0098916","anterograde trans-synaptic signaling",7.09712512127118e-06,"NPTN,DLGAP1,PREPL,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,STXBP1",12,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","FBXO11","GO:0099537","trans-synaptic signaling",7.9590887827224e-06,"NPTN,DLGAP1,PREPL,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,STXBP1",12,"GO:BP",5.02261453764137
"8","APP","DLPFC","AD","FBXO11","GO:0045202","synapse",0.000212308621246719,"NPTN,DLGAP1,CDK5R1,GRIA2,SYNJ1,GRM5,GABRB3,RAPGEF2,SNAP91,GABRB2,ARHGEF9",11,"GO:CC",5.29786271775639
"8","APP","DLPFC","AD","FBXO11","GO:0050804","modulation of chemical synaptic transmission",0.000759533659084419,"NPTN,PREPL,GRIA2,GRM5,YWHAG,RAPGEF2,PPP3CB,STXBP1",8,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","FBXO11","GO:0099177","regulation of trans-synaptic signaling",0.000781799958337082,"NPTN,PREPL,GRIA2,GRM5,YWHAG,RAPGEF2,PPP3CB,STXBP1",8,"GO:BP",5.50812235342307
"8","APP","DLPFC","AD","FBXO11","GO:0007267","cell-cell signaling",0.00125746758356948,"NPTN,DLGAP1,PREPL,CDK5R1,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,STXBP1",13,"GO:BP",4.34888544293852
"8","APP","DLPFC","AD","FBXO11","GO:0097060","synaptic membrane",0.00830807894756825,"NPTN,GRIA2,SYNJ1,GRM5,SNAP91",5,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","FBXO11","GO:0030054","cell junction",0.00922823397873301,"NCKAP1,NPTN,DLGAP1,CDK5R1,GRIA2,SYNJ1,GRM5,YWHAG,GABRB3,RAPGEF2,SNAP91,GABRB2,ARHGEF9",13,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","FBXO11","GO:0099572","postsynaptic specialization",0.0107206197747868,"DLGAP1,CDK5R1,GRIA2,GRM5,ARHGEF9",5,"GO:CC",Inf
"8","APP","DLPFC","AD","FBXO11","GO:0005886","plasma membrane",0.0122845462670648,"SCAMP1,NPTN,SLC9A6,DLGAP1,KCNQ5,UBQLN2,CDK5R1,ATP6V1C1,GRIA2,ADAM22,LDB2,SYNJ1,GRM5,GABRB3,ATP2A2,DOCK3,RAPGEF2,SNAP91,TRIM23,PJA2,GABRB2,PPP3CB,STXBP1,CNKSR2,ITPR1",25,"GO:CC",2.63316295752779
"8","APP","DLPFC","AD","FBXO11","GO:0005955","calcineurin complex",0.0146426465932407,"PPP3R1,PPP3CB",2,"GO:CC",6.08632007812066
"8","APP","DLPFC","AD","FBXO11","GO:0023052","signaling",0.0262195608949348,"NCKAP1,PRKACB,NPTN,DLGAP1,WASF1,PREPL,UBQLN2,CDK5R1,CHN1,GRIA2,DYRK1A,SYNJ1,MAP2K4,GRM5,YWHAG,GABRB3,ATP2A2,GUCY1B1,PPP3R1,DOCK3,RAPGEF2,PJA2,GABRB2,PPP3CB,ARHGEF9,STXBP1,CNKSR2,ITPR1",28,"GO:BP",2.44590033860024
"8","APP","DLPFC","AD","FBXO11","GO:0007154","cell communication",0.0277503763047737,"NCKAP1,PRKACB,NPTN,DLGAP1,WASF1,PREPL,UBQLN2,CDK5R1,CHN1,GRIA2,DYRK1A,SYNJ1,MAP2K4,GRM5,YWHAG,GABRB3,ATP2A2,GUCY1B1,PPP3R1,DOCK3,RAPGEF2,PJA2,GABRB2,PPP3CB,ARHGEF9,STXBP1,CNKSR2,ITPR1",28,"GO:BP",2.39183311732997
"8","APP","DLPFC","AD","FBXO11","GO:0120025","plasma membrane bounded cell projection",0.0311506876294982,"NCKAP1,PRKACB,SSX2IP,WASF1,CDK5R1,GRIA2,ADAM22,DYRK1A,SYNJ1,GABRB3,RAPGEF2,PJA2,GABRB2",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","FBXO11","GO:0007399","nervous system development",0.0311780502961366,"NCKAP1,NPTN,SLC9A6,CDK5R1,CHN1,ADAM22,LDB2,DYRK1A,YWHAG,GABRB3,RAPGEF2,GABRB2,PPP3CB,ARHGEF9,STXBP1",15,"GO:BP",4.8467238711777
"8","APP","DLPFC","AD","FBXO11","GO:0042995","cell projection",0.0342539830999829,"NCKAP1,PRKACB,SSX2IP,WASF1,CDK5R1,GRIA2,ADAM22,DYRK1A,SYNJ1,GABRB3,RAPGEF2,PJA2,GABRB2",13,"GO:CC",4.32846216056829
"8","APP","DLPFC","AD","FBXO11","GO:0120039","plasma membrane bounded cell projection morphogenesis",0.0454225367166061,"NCKAP1,SLC9A6,WASF1,CDK5R1,CHN1,RAPGEF2,PPP3CB,STXBP1",8,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","FBXO11","GO:0048858","cell projection morphogenesis",0.0483463504502311,"NCKAP1,SLC9A6,WASF1,CDK5R1,CHN1,RAPGEF2,PPP3CB,STXBP1",8,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","FBXO9","GO:0045504","dynein heavy chain binding",0.0239773331377844,"DYNC1LI1,DYNC1I1",2,"GO:MF",Inf
"8","APP","DLPFC","AD","FBXO9","GO:0005868","cytoplasmic dynein complex",0.0447766062844226,"DYNC1LI1,DYNC1I1",2,"GO:CC",Inf
"8","APP","DLPFC","AD","FRZB","GO:0009653","anatomical structure morphogenesis",9.16634559828721e-05,"CRIP1,MYL9,CAV1,ADGRA2,IGF2,CXCL12,NOTCH3,MYH11,PLXDC1,RAMP2,PHLDB2,WTIP,SMOC2,ACVR1,ACTA2",15,"GO:BP",5.23618863793942
"8","APP","DLPFC","AD","FRZB","GO:0072359","circulatory system development",0.000424702540787211,"CRIP1,CAV1,ADGRA2,CXCL12,MYH11,PLXDC1,RAMP2,SMOC2,ACVR1,ACTA2",10,"GO:BP",5.79580442587485
"8","APP","DLPFC","AD","FRZB","GO:0001944","vasculature development",0.031605919856167,"CAV1,ADGRA2,CXCL12,PLXDC1,RAMP2,SMOC2,ACTA2",7,"GO:BP",6.48895160643479
"8","APP","DLPFC","AD","FRZB","GO:0044877","protein-containing complex binding",0.0371899099251059,"CAV1,IGF2,CXCL12,MYH11,MRC2,MYO1B,ACVR1,RCSD1",8,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","FRZB","GO:0085029","extracellular matrix assembly",0.0422066467765262,"MYH11,RAMP2,PHLDB2",3,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","FRZB","GO:0050839","cell adhesion molecule binding",0.0486173180930647,"IGF2,CXCL12,NOTCH3,PHLDB2,MYO1B,ACVR1",6,"GO:MF",3.2188758248682
"8","APP","DLPFC","AD","GNAI1","GO:1901016","regulation of potassium ion transmembrane transporter activity",0.000415036853288587,"ANK3,STK39,ATP1B1,AKAP6,CAB39",5,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","GNAI1","GO:1901379","regulation of potassium ion transmembrane transport",0.0019313906970195,"ANK3,STK39,ATP1B1,AKAP6,CAB39",5,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","GNAI1","GO:0043266","regulation of potassium ion transport",0.00369568724819544,"ANK3,STK39,ATP1B1,AKAP6,CAB39",5,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","GNAI1","GO:1901017","negative regulation of potassium ion transmembrane transporter activity",0.0209752100284868,"ANK3,STK39,CAB39",3,"GO:BP",8.28071107566285
"8","APP","DLPFC","AD","GNAI1","GO:0014704","intercalated disc",0.0243710674597833,"ANK3,ATP1B1,AKAP6",3,"GO:CC",7.69575799055476
"8","APP","DLPFC","AD","GNAI1","GO:0030054","cell junction",0.0321522909693851,"PTPRD,CLCN4,DNAJC6,ANK3,YWHAQ,TPPP,DNM3,EPB41L3,CLASP2,MTMR2,ATP1B1,AKAP6,SLITRK1",13,"GO:CC",4.26177078606962
"8","APP","DLPFC","AD","GNAI1","GO:0030315","T-tubule",0.0347971115941772,"ANK3,ATP1B1,AKAP6",3,"GO:CC",Inf
"8","APP","DLPFC","AD","GNAI1","GO:1901380","negative regulation of potassium ion transmembrane transport",0.036078157844554,"ANK3,STK39,CAB39",3,"GO:BP",7.5875638951029
"8","APP","DLPFC","AD","GNAI1","GO:0003924","GTPase activity",0.0418546291223872,"GNAI1,TPPP,DNM3,RAB2A,RASA1,RAB6A",6,"GO:MF",Inf
